network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider,postal_code,latitude,longitude,accuracy_radius,is_anycast
4.1.129.112/28,4575352,6252001,,0,0,29201,34.0007,-81.0348,200,
4.1.129.128/25,4575352,6252001,,0,0,29201,34.0007,-81.0348,200,
4.1.130.0/23,4575352,6252001,,0,0,29201,34.0007,-81.0348,200,
4.1.132.0/22,4575352,6252001,,0,0,29201,34.0007,-81.0348,200,
4.1.136.0/22,4700168,6252001,,0,0,75039,32.8684,-96.9384,20,
4.1.140.0/23,4700168,6252001,,0,0,75039,32.8684,-96.9384,20,
4.1.142.0/27,4700168,6252001,,0,0,75039,32.8684,-96.9384,20,
4.1.142.32/29,4700168,6252001,,0,0,75039,32.8684,-96.9384,20,
4.1.142.40/32,4700168,6252001,,0,0,75060,32.7990,-96.9560,20,
4.1.142.41/32,4684888,6252001,,0,0,75270,32.7797,-96.8022,20,
4.1.142.42/32,4684888,6252001,,0,0,75270,32.7797,-96.8022,20,
4.1.142.43/32,4700168,6252001,,0,0,75060,32.7990,-96.9560,20,
4.1.142.44/30,4700168,6252001,,0,0,75060,32.7990,-96.9560,20,
4.1.142.48/28,4700168,6252001,,0,0,75039,32.8684,-96.9384,20,
4.1.142.64/26,4700168,6252001,,0,0,75039,32.8684,-96.9384,20,
4.1.142.128/25,4700168,6252001,,0,0,75039,32.8684,-96.9384,20,
4.1.143.0/24,4700168,6252001,,0,0,75039,32.8684,-96.9384,20,
4.1.144.0/24,5197796,6252001,,0,0,19054,40.1715,-74.8181,100,
4.1.145.0/26,5197796,6252001,,0,0,19054,40.1715,-74.8181,100,
4.1.145.64/28,5197796,6252001,,0,0,19054,40.1715,-74.8181,100,
4.1.145.80/29,5197796,6252001,,0,0,19054,40.1715,-74.8181,100,
4.1.145.88/32,5197796,6252001,,0,0,19054,40.1715,-74.8181,100,
4.1.145.89/32,4560349,6252001,,0,0,19107,39.9520,-75.1649,20,
4.1.145.90/32,4560349,6252001,,0,0,19107,39.9520,-75.1649,20,
4.1.145.91/32,5197796,6252001,,0,0,19054,40.1715,-74.8181,100,
4.1.145.92/30,5197796,6252001,,0,0,19054,40.1715,-74.8181,100,
4.1.145.96/27,5197796,6252001,,0,0,19054,40.1715,-74.8181,100,
4.1.145.128/25,5197796,6252001,,0,0,19054,40.1715,-74.8181,100,
4.1.146.0/24,5197796,6252001,,0,0,19054,40.1715,-74.8181,100,
4.1.147.0/25,5197796,6252001,,0,0,19054,40.1715,-74.8181,100,
4.1.147.128/26,5197796,6252001,,0,0,19054,40.1715,-74.8181,100,
4.1.147.192/29,5197796,6252001,,0,0,19054,40.1715,-74.8181,100,
4.1.147.200/29,5189022,6252001,,0,0,19341,40.0290,-75.6208,20,
4.1.147.208/28,5197796,6252001,,0,0,19054,40.1715,-74.8181,100,
4.1.147.224/27,5197796,6252001,,0,0,19054,40.1715,-74.8181,100,
4.1.148.0/23,5056172,6252001,,0,0,64468,40.3437,-94.8787,200,
4.1.150.0/24,5856195,6252001,,0,0,96825,21.2984,-157.6962,20,
4.1.151.0/27,5856195,6252001,,0,0,96825,21.2984,-157.6962,20,
4.1.151.32/29,5856195,6252001,,0,0,96825,21.2984,-157.6962,20,
4.1.151.40/31,5856195,6252001,,0,0,96825,21.2984,-157.6962,20,
4.1.151.42/32,5258393,6252001,,0,0,53144,42.6058,-87.8762,20,
4.1.151.43/32,5856195,6252001,,0,0,96825,21.2984,-157.6962,20,
4.1.151.44/30,5856195,6252001,,0,0,96825,21.2984,-157.6962,20,
4.1.151.48/30,5265838,6252001,,0,0,54901,44.0197,-88.5514,20,
4.1.151.52/30,5856195,6252001,,0,0,96825,21.2984,-157.6962,20,
4.1.151.56/29,5856195,6252001,,0,0,96825,21.2984,-157.6962,20,
4.1.151.64/26,5856195,6252001,,0,0,96825,21.2984,-157.6962,20,
4.1.151.128/25,5856195,6252001,,0,0,96825,21.2984,-157.6962,20,
4.1.152.0/27,5419384,6252001,,0,0,80223,39.7044,-105.0023,500,
4.1.152.32/29,5419384,6252001,,0,0,80223,39.7044,-105.0023,500,
4.1.152.40/31,5419384,6252001,,0,0,80223,39.7044,-105.0023,500,
4.1.152.42/32,5258393,6252001,,0,0,53144,42.6058,-87.8762,20,
4.1.152.43/32,5419384,6252001,,0,0,80223,39.7044,-105.0023,500,
4.1.152.44/30,5419384,6252001,,0,0,80223,39.7044,-105.0023,500,
4.1.152.48/28,5419384,6252001,,0,0,80223,39.7044,-105.0023,500,
4.1.152.64/26,5419384,6252001,,0,0,80223,39.7044,-105.0023,500,
4.1.152.128/25,5419384,6252001,,0,0,80223,39.7044,-105.0023,500,
4.1.153.0/24,5419384,6252001,,0,0,80223,39.7044,-105.0023,500,
4.1.154.0/23,5419384,6252001,,0,0,80223,39.7044,-105.0023,500,
4.1.156.0/27,5419384,6252001,,0,0,80223,39.7044,-105.0023,500,
4.1.156.32/28,5419384,6252001,,0,0,80223,39.7044,-105.0023,500,
4.1.156.48/29,5419384,6252001,,0,0,80223,39.7044,-105.0023,500,
4.1.156.56/32,5419384,6252001,,0,0,80223,39.7044,-105.0023,500,
4.1.156.57/32,5443910,6252001,,0,0,80036,39.8342,-105.0336,20,
4.1.156.58/32,5443910,6252001,,0,0,80036,39.8342,-105.0336,20,
4.1.156.59/32,5419384,6252001,,0,0,80223,39.7044,-105.0023,500,
4.1.156.60/30,5419384,6252001,,0,0,80223,39.7044,-105.0023,500,
4.1.156.64/26,5419384,6252001,,0,0,80223,39.7044,-105.0023,500,
4.1.156.128/25,5419384,6252001,,0,0,80223,39.7044,-105.0023,500,
4.1.157.0/24,5419384,6252001,,0,0,80223,39.7044,-105.0023,500,
4.1.158.0/24,5419384,6252001,,0,0,80223,39.7044,-105.0023,500,
4.1.159.0/25,5419384,6252001,,0,0,80223,39.7044,-105.0023,500,
4.1.159.128/26,5419384,6252001,,0,0,80223,39.7044,-105.0023,500,
4.1.159.192/27,5419384,6252001,,0,0,80223,39.7044,-105.0023,500,
4.1.159.224/28,5419384,6252001,,0,0,80223,39.7044,-105.0023,500,
4.1.159.240/29,5417598,6252001,,0,0,80936,38.8374,-104.8225,20,
4.1.159.248/29,5419384,6252001,,0,0,80223,39.7044,-105.0023,500,
4.1.160.0/22,5308655,6252001,,0,0,85004,33.4571,-112.0669,50,
4.1.164.0/25,5308655,6252001,,0,0,85004,33.4571,-112.0669,50,
4.1.164.128/27,5308655,6252001,,0,0,85004,33.4571,-112.0669,50,
4.1.164.160/28,5308655,6252001,,0,0,85004,33.4571,-112.0669,50,
4.1.164.176/30,5308655,6252001,,0,0,85004,33.4571,-112.0669,50,
4.1.164.180/30,5308655,6252001,,0,0,85036,33.4532,-112.0748,20,
4.1.164.184/29,5308655,6252001,,0,0,85004,33.4571,-112.0669,50,
4.1.164.192/27,5308655,6252001,,0,0,85004,33.4571,-112.0669,50,
4.1.164.224/28,5308655,6252001,,0,0,85004,33.4571,-112.0669,50,
4.1.164.240/29,5308655,6252001,,0,0,85004,33.4571,-112.0669,50,
4.1.164.248/30,5308655,6252001,,0,0,85353,33.4336,-112.2763,20,
4.1.164.252/30,5308655,6252001,,0,0,85004,33.4571,-112.0669,50,
4.1.165.0/24,5308655,6252001,,0,0,85004,33.4571,-112.0669,50,
4.1.166.0/23,5308655,6252001,,0,0,85004,33.4571,-112.0669,50,
4.1.168.0/22,4644585,6252001,,0,0,37215,36.0964,-86.8212,200,
4.1.172.0/28,4641239,6252001,,0,0,38115,35.0560,-89.8598,50,
4.1.172.16/31,4641239,6252001,,0,0,38115,35.0560,-89.8598,50,
4.1.172.18/32,4641239,6252001,,0,0,38101,35.1499,-90.0558,20,
4.1.172.19/32,4641239,6252001,,0,0,38115,35.0560,-89.8598,50,
4.1.172.20/30,4641239,6252001,,0,0,38115,35.0560,-89.8598,50,
4.1.172.24/29,4641239,6252001,,0,0,38115,35.0560,-89.8598,50,
4.1.172.32/27,4641239,6252001,,0,0,38115,35.0560,-89.8598,50,
4.1.172.64/26,4641239,6252001,,0,0,38115,35.0560,-89.8598,50,
4.1.172.128/25,4641239,6252001,,0,0,38115,35.0560,-89.8598,50,
4.1.173.0/24,4641239,6252001,,0,0,38115,35.0560,-89.8598,50,
4.1.174.0/23,4641239,6252001,,0,0,38115,35.0560,-89.8598,50,
4.1.176.0/22,5856195,6252001,,0,0,96815,21.2817,-157.8250,1000,
4.1.180.0/22,5419384,6252001,,0,0,80239,39.7861,-104.8296,50,
4.1.184.0/21,5037649,6252001,,0,0,55416,44.9509,-93.3366,50,
4.1.192.0/20,5596512,6252001,,0,0,,43.6165,-116.2001,500,
4.1.208.0/22,5744337,6252001,,0,0,,45.5248,-122.6789,1000,
4.1.212.0/24,5744337,6252001,,0,0,,45.5248,-122.6789,1000,
4.1.213.0/29,5744337,6252001,,0,0,,45.5248,-122.6789,1000,
4.1.213.8/29,5746545,6252001,,0,0,97124,45.5397,-122.9638,20,
4.1.213.16/28,5744337,6252001,,0,0,,45.5248,-122.6789,1000,
4.1.213.32/27,5744337,6252001,,0,0,,45.5248,-122.6789,1000,
4.1.213.64/26,5744337,6252001,,0,0,,45.5248,-122.6789,1000,
4.1.213.128/26,4887398,6252001,,0,0,60601,41.8882,-87.6164,20,
4.1.213.192/26,5744337,6252001,,0,0,,45.5248,-122.6789,1000,
4.1.214.0/24,5744337,6252001,,0,0,,45.5248,-122.6789,1000,
4.1.215.0/28,5744337,6252001,,0,0,,45.5248,-122.6789,1000,
4.1.215.16/29,5744337,6252001,,0,0,,45.5248,-122.6789,1000,
4.1.215.24/29,5263045,6252001,,0,0,53202,43.0475,-87.8964,20,
4.1.215.32/28,5744337,6252001,,0,0,,45.5248,-122.6789,1000,
4.1.215.48/30,5744337,6252001,,0,0,,45.5248,-122.6789,1000,
4.1.215.52/31,5744337,6252001,,0,0,,45.5248,-122.6789,1000,
4.1.215.54/32,4887398,6252001,,0,0,60604,41.8777,-87.6376,20,
4.1.215.55/32,5744337,6252001,,0,0,,45.5248,-122.6789,1000,
4.1.215.56/29,5744337,6252001,,0,0,,45.5248,-122.6789,1000,
4.1.215.64/26,5744337,6252001,,0,0,,45.5248,-122.6789,1000,
4.1.215.128/25,5744337,6252001,,0,0,,45.5248,-122.6789,1000,
4.1.216.0/21,5600375,6252001,,0,0,83250,42.6505,-112.1930,500,
4.1.224.0/22,4641239,6252001,,0,0,38125,35.0324,-89.8145,1000,
4.1.228.0/22,5308480,6252001,,0,0,85383,33.7147,-112.2401,50,
4.1.232.0/23,5780993,6252001,,0,0,84118,40.6500,-112.0061,50,
4.1.234.0/23,5454711,6252001,,0,0,87122,35.1814,-106.5067,50,
4.1.236.0/25,5263045,6252001,,0,0,53221,42.9510,-87.9437,100,
4.1.236.128/27,5263045,6252001,,0,0,53221,42.9510,-87.9437,100,
4.1.236.160/28,5263045,6252001,,0,0,53221,42.9510,-87.9437,100,
4.1.236.176/30,4887398,6252001,,0,0,60607,41.8719,-87.6589,20,
4.1.236.180/30,5263045,6252001,,0,0,53221,42.9510,-87.9437,100,
4.1.236.184/29,5263045,6252001,,0,0,53221,42.9510,-87.9437,100,
4.1.236.192/28,5263045,6252001,,0,0,53221,42.9510,-87.9437,100,
4.1.236.208/29,4887398,6252001,,0,0,60607,41.8719,-87.6589,20,
4.1.236.216/29,5263045,6252001,,0,0,53221,42.9510,-87.9437,100,
4.1.236.224/27,5263045,6252001,,0,0,53221,42.9510,-87.9437,100,
4.1.237.0/24,5263045,6252001,,0,0,53221,42.9510,-87.9437,100,
4.1.238.0/25,5263045,6252001,,0,0,53221,42.9510,-87.9437,100,
4.1.238.128/26,5263045,6252001,,0,0,53221,42.9510,-87.9437,100,
4.1.238.192/28,5263045,6252001,,0,0,53221,42.9510,-87.9437,100,
4.1.238.208/28,4887398,6252001,,0,0,60602,41.8835,-87.6305,20,
4.1.238.224/27,5263045,6252001,,0,0,53221,42.9510,-87.9437,100,
4.1.239.0/24,5263045,6252001,,0,0,53221,42.9510,-87.9437,100,
4.1.240.0/24,6254927,6252001,,0,0,,39.9522,-75.1647,1000,
4.1.241.0/25,6254927,6252001,,0,0,,39.9522,-75.1647,1000,
4.1.241.128/26,6254927,6252001,,0,0,,39.9522,-75.1647,1000,
4.1.241.192/27,6254927,6252001,,0,0,,39.9522,-75.1647,1000,
4.1.241.224/29,5185267,6252001,,0,0,19429,40.0825,-75.3044,20,
4.1.241.232/29,6254927,6252001,,0,0,,39.9522,-75.1647,1000,
4.1.241.240/28,6254927,6252001,,0,0,,39.9522,-75.1647,1000,
4.1.242.0/24,6254927,6252001,,0,0,,39.9522,-75.1647,1000,
4.1.243.0/26,6254927,6252001,,0,0,,39.9522,-75.1647,1000,
4.1.243.64/27,6254927,6252001,,0,0,,39.9522,-75.1647,1000,
4.1.243.96/29,6254927,6252001,,0,0,,39.9522,-75.1647,1000,
4.1.243.104/29,5339631,6252001,,0,0,92877,33.8754,-117.5568,20,
4.1.243.112/28,6254927,6252001,,0,0,,39.9522,-75.1647,1000,
4.1.243.128/25,6254927,6252001,,0,0,,39.9522,-75.1647,1000,
4.1.244.0/23,6254927,6252001,,0,0,,39.9522,-75.1647,1000,
4.1.246.0/24,6254927,6252001,,0,0,,39.9522,-75.1647,1000,
4.1.247.0/25,6254927,6252001,,0,0,,39.9522,-75.1647,1000,
4.1.247.128/26,6254927,6252001,,0,0,,39.9522,-75.1647,1000,
4.1.247.192/28,6254927,6252001,,0,0,,39.9522,-75.1647,1000,
4.1.247.208/29,5025264,6252001,,0,0,55424,44.9056,-93.3352,20,
4.1.247.216/29,6254927,6252001,,0,0,,39.9522,-75.1647,1000,
4.1.247.224/27,6254927,6252001,,0,0,,39.9522,-75.1647,1000,
4.1.248.0/23,5317058,6252001,,0,0,85282,33.3908,-111.9184,20,
4.1.250.0/23,4068590,6252001,,0,0,35801,34.7307,-86.5696,100,
4.1.252.0/22,5074472,6252001,,0,0,68142,41.3392,-96.0908,500,
4.2.0.0/23,4580543,6252001,,0,0,29601,34.8493,-82.4041,50,
4.2.2.0/24,4580543,6252001,,0,0,29601,34.8493,-82.4041,50,
4.2.3.0/25,4580543,6252001,,0,0,29601,34.8493,-82.4041,50,
4.2.3.128/29,4580543,6252001,,0,0,29601,34.8493,-82.4041,50,
4.2.3.136/29,4748993,6252001,,0,0,24201,36.6184,-82.1831,20,
4.2.3.144/28,4580543,6252001,,0,0,29601,34.8493,-82.4041,50,
4.2.3.160/27,4580543,6252001,,0,0,29601,34.8493,-82.4041,50,
4.2.3.192/26,4580543,6252001,,0,0,29601,34.8493,-82.4041,50,
4.2.4.0/22,4580543,6252001,,0,0,29601,34.8493,-82.4041,50,
4.2.8.0/26,5816320,6252001,,0,0,98110,47.6222,-122.5200,50,
4.2.8.64/29,5816320,6252001,,0,0,98110,47.6222,-122.5200,50,
4.2.8.72/30,5816320,6252001,,0,0,98110,47.6222,-122.5200,50,
4.2.8.76/30,5725846,6252001,,0,0,97402,44.0645,-123.1461,20,
4.2.8.80/28,5816320,6252001,,0,0,98110,47.6222,-122.5200,50,
4.2.8.96/27,5816320,6252001,,0,0,98110,47.6222,-122.5200,50,
4.2.8.128/25,5816320,6252001,,0,0,98110,47.6222,-122.5200,50,
4.2.9.0/24,5816320,6252001,,0,0,98110,47.6222,-122.5200,50,
4.2.10.0/23,5816320,6252001,,0,0,98110,47.6222,-122.5200,50,
4.2.12.0/22,5816320,6252001,,0,0,98110,47.6222,-122.5200,50,
4.2.16.0/21,6251999,6252001,,0,0,,43.6319,-79.3716,1000,
4.2.24.0/22,5150529,6252001,,0,0,44102,41.4722,-81.7450,100,
4.2.28.0/22,5577147,6252001,,0,0,80524,40.5970,-105.0589,100,
4.2.32.0/22,5308655,6252001,,0,0,85015,33.5080,-112.0995,20,
4.2.36.0/22,5746545,6252001,,0,0,97211,45.5653,-122.6448,20,
4.2.40.0/23,5308655,6252001,,0,0,85018,33.4917,-111.9837,50,
4.2.42.0/27,5308655,6252001,,0,0,85018,33.4917,-111.9837,50,
4.2.42.32/29,5308655,6252001,,0,0,85018,33.4917,-111.9837,50,
4.2.42.40/32,5308655,6252001,,0,0,85018,33.4917,-111.9837,50,
4.2.42.41/32,5313457,6252001,,0,0,85261,33.5111,-111.9075,20,
4.2.42.42/32,5313457,6252001,,0,0,85261,33.5111,-111.9075,20,
4.2.42.43/32,5308655,6252001,,0,0,85018,33.4917,-111.9837,50,
4.2.42.44/30,5308655,6252001,,0,0,85018,33.4917,-111.9837,50,
4.2.42.48/28,5308655,6252001,,0,0,85018,33.4917,-111.9837,50,
4.2.42.64/26,5308655,6252001,,0,0,85018,33.4917,-111.9837,50,
4.2.42.128/25,5308655,6252001,,0,0,85018,33.4917,-111.9837,50,
4.2.43.0/24,5308655,6252001,,0,0,85018,33.4917,-111.9837,50,
4.2.44.0/22,5308655,6252001,,0,0,85018,33.4917,-111.9837,50,
4.2.48.0/22,5421418,6252001,,0,0,80439,39.6374,-105.3402,50,
4.2.52.0/27,4575352,6252001,,0,0,29223,34.0853,-80.9167,50,
4.2.52.32/29,4575352,6252001,,0,0,29223,34.0853,-80.9167,50,
4.2.52.40/30,4575352,6252001,,0,0,29223,34.0853,-80.9167,50,
4.2.52.44/31,4575352,6252001,,0,0,29223,34.0853,-80.9167,50,
4.2.52.46/32,4460243,6252001,,0,0,28204,35.2135,-80.8218,20,
4.2.52.47/32,4575352,6252001,,0,0,29223,34.0853,-80.9167,50,
4.2.52.48/28,4575352,6252001,,0,0,29223,34.0853,-80.9167,50,
4.2.52.64/26,4575352,6252001,,0,0,29223,34.0853,-80.9167,50,
4.2.52.128/25,4575352,6252001,,0,0,29223,34.0853,-80.9167,50,
4.2.53.0/24,4575352,6252001,,0,0,29223,34.0853,-80.9167,50,
4.2.54.0/24,4480153,6252001,,0,0,28557,34.7229,-76.7260,200,
4.2.55.0/24,4634662,6252001,,0,0,37665,36.5818,-82.5826,50,
4.2.56.0/21,5506956,6252001,,0,0,89148,36.0588,-115.3104,20,
4.2.64.0/22,5045360,6252001,,0,0,55104,44.9548,-93.1551,200,
4.2.68.0/22,5308480,6252001,,0,0,85345,33.5768,-112.2348,50,
4.2.72.0/22,4259418,6252001,,0,0,46216,39.8621,-86.0115,200,
4.2.76.0/23,4259418,6252001,,0,0,46216,39.8621,-86.0115,200,
4.2.78.0/27,4508722,6252001,,0,0,45238,39.1091,-84.6082,100,
4.2.78.32/28,4508722,6252001,,0,0,45238,39.1091,-84.6082,100,
4.2.78.48/29,4508722,6252001,,0,0,45238,39.1091,-84.6082,100,
4.2.78.56/31,4508722,6252001,,0,0,45238,39.1091,-84.6082,100,
4.2.78.58/32,5176472,6252001,,0,0,43081,40.1149,-82.9054,20,
4.2.78.59/32,4508722,6252001,,0,0,45238,39.1091,-84.6082,100,
4.2.78.60/30,4508722,6252001,,0,0,45238,39.1091,-84.6082,100,
4.2.78.64/26,4508722,6252001,,0,0,45238,39.1091,-84.6082,100,
4.2.78.128/25,4508722,6252001,,0,0,45238,39.1091,-84.6082,100,
4.2.79.0/25,4508722,6252001,,0,0,45223,39.1671,-84.5422,20,
4.2.79.128/25,4928118,6252001,,0,0,46074,40.0538,-86.1433,50,
4.2.80.0/25,5809844,6252001,,0,0,98109,47.6348,-122.3451,50,
4.2.80.128/28,5809844,6252001,,0,0,98109,47.6348,-122.3451,50,
4.2.80.144/29,4975802,6252001,,0,0,04101,43.6598,-70.2547,20,
4.2.80.152/29,5809844,6252001,,0,0,98109,47.6348,-122.3451,50,
4.2.80.160/27,5809844,6252001,,0,0,98109,47.6348,-122.3451,50,
4.2.80.192/26,5809844,6252001,,0,0,98109,47.6348,-122.3451,50,
4.2.81.0/24,5809844,6252001,,0,0,98109,47.6348,-122.3451,50,
4.2.82.0/23,5809844,6252001,,0,0,98109,47.6348,-122.3451,50,
4.2.84.0/23,5809844,6252001,,0,0,98109,47.6348,-122.3451,20,
4.2.86.0/26,5809844,6252001,,0,0,98109,47.6348,-122.3451,20,
4.2.86.64/27,5809844,6252001,,0,0,98109,47.6348,-122.3451,20,
4.2.86.96/29,5809844,6252001,,0,0,98109,47.6348,-122.3451,20,
4.2.86.104/29,4887398,6252001,,0,0,60602,41.8835,-87.6305,20,
4.2.86.112/28,5809844,6252001,,0,0,98109,47.6348,-122.3451,20,
4.2.86.128/25,5809844,6252001,,0,0,98109,47.6348,-122.3451,20,
4.2.87.0/24,5809844,6252001,,0,0,98109,47.6348,-122.3451,20,
4.2.88.0/22,4531405,6252001,,0,0,74014,36.0530,-95.7336,200,
4.2.92.0/22,4152772,6252001,,0,0,33004,26.0476,-80.1447,200,
4.2.96.0/21,4641239,6252001,,0,0,38115,35.0560,-89.8598,20,
4.2.104.0/22,5043779,6252001,,0,0,55068,44.7399,-93.1249,20,
4.2.108.0/25,5132015,6252001,,0,0,11776,40.9160,-73.0497,50,
4.2.108.128/28,4835797,6252001,,0,0,06105,41.7652,-72.7028,5,
4.2.108.144/28,5110266,6252001,,0,0,10455,40.8142,-73.9081,5,
4.2.108.160/27,5110266,6252001,,0,0,10455,40.8142,-73.9081,100,
4.2.108.192/26,4744468,6252001,,0,0,22003,38.8263,-77.2111,200,
4.2.109.0/27,5110266,6252001,,0,0,10455,40.8142,-73.9081,5,
4.2.109.32/27,4140963,6252001,,0,0,20016,38.9379,-77.0859,100,
4.2.109.64/26,4744091,6252001,,0,0,22306,38.7591,-77.0924,20,
4.2.109.128/26,4501198,6252001,,0,0,08034,39.9053,-75.0023,100,
4.2.109.192/27,5224151,6252001,,0,0,02907,41.7965,-71.4304,10,
4.2.109.224/27,5128581,6252001,,0,0,10027,40.8123,-73.9682,10,
4.2.110.0/27,4372599,6252001,,0,0,20601,38.6350,-76.8820,200,
4.2.110.32/27,4358821,6252001,,0,0,20785,38.9206,-76.8787,200,
4.2.110.64/26,4358821,6252001,,0,0,20781,38.9489,-76.9352,10,
4.2.110.128/25,4358821,6252001,,0,0,20785,38.9206,-76.8787,200,
4.2.111.0/26,4943426,6252001,,0,0,02126,42.2743,-71.0972,10,
4.2.111.64/26,5110302,6252001,,0,0,11217,40.6801,-73.9847,20,
4.2.111.128/27,4950898,6252001,,0,0,01545,42.2831,-71.7237,100,
4.2.111.160/27,5133273,6252001,,0,0,11433,40.6979,-73.7863,100,
4.2.111.192/27,4838174,6252001,,0,0,06042,41.7958,-72.5241,20,
4.2.111.224/28,5105262,6252001,,0,0,07666,40.8949,-74.0110,5,
4.2.111.240/28,5110302,6252001,,0,0,11217,40.6801,-73.9847,100,
4.2.112.0/24,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.113.0/28,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.113.16/29,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.113.24/31,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.113.26/32,4460243,6252001,,0,0,28217,35.1716,-80.9118,20,
4.2.113.27/32,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.113.28/30,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.113.32/27,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.113.64/26,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.113.128/25,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.114.0/23,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.116.0/23,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.118.0/25,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.118.128/28,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.118.144/29,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.118.152/30,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.118.156/31,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.118.158/32,4853423,6252001,,0,0,52802,41.5185,-90.6147,20,
4.2.118.159/32,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.118.160/27,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.118.192/26,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.119.0/25,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.119.128/28,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.119.144/31,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.119.146/32,4850751,6252001,,0,0,52404,41.9504,-91.6897,20,
4.2.119.147/32,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.119.148/30,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.119.152/29,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.119.160/27,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.119.192/26,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.120.0/23,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.122.0/24,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.123.0/26,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.123.64/27,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.123.96/31,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.123.98/32,5263045,6252001,,0,0,53237,43.0382,-87.9100,20,
4.2.123.99/32,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.123.100/30,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.123.104/29,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.123.112/28,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.123.128/30,4903279,6252001,,0,0,60563,41.7920,-88.1660,20,
4.2.123.132/30,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.123.136/29,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.123.144/28,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.123.160/27,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.123.192/26,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.124.0/22,4460243,6252001,,0,0,28211,35.1712,-80.7939,500,
4.2.128.0/21,5040647,6252001,,0,0,55060,44.0794,-93.2188,500,
4.2.136.0/23,5809844,6252001,,0,0,98122,47.6137,-122.3104,20,
4.2.138.0/25,5799610,6252001,,0,0,99338,46.1548,-119.2591,100,
4.2.138.128/26,5799610,6252001,,0,0,99338,46.1548,-119.2591,100,
4.2.138.192/26,5799610,6252001,,0,0,99338,46.1548,-119.2591,10,
4.2.139.0/24,5799610,6252001,,0,0,99338,46.1548,-119.2591,100,
4.2.140.0/25,4180439,6252001,,0,0,30309,33.8019,-84.3861,200,
4.2.140.128/26,4180439,6252001,,0,0,30309,33.8019,-84.3861,200,
4.2.140.192/26,4460243,6252001,,0,0,28277,35.0562,-80.8194,100,
4.2.141.0/24,4464368,6252001,,0,0,27713,35.9112,-78.9178,200,
4.2.142.0/25,4615145,6252001,,0,0,38501,36.2178,-85.5423,100,
4.2.142.128/26,4615145,6252001,,0,0,38501,36.2178,-85.5423,100,
4.2.142.192/27,4615145,6252001,,0,0,38501,36.2178,-85.5423,100,
4.2.142.224/28,4615145,6252001,,0,0,38501,36.2178,-85.5423,100,
4.2.142.240/31,4615145,6252001,,0,0,38501,36.2178,-85.5423,100,
4.2.142.242/32,4180439,6252001,,0,0,30302,33.7485,-84.3871,20,
4.2.142.243/32,4615145,6252001,,0,0,38501,36.2178,-85.5423,100,
4.2.142.244/30,4615145,6252001,,0,0,38501,36.2178,-85.5423,100,
4.2.142.248/29,4615145,6252001,,0,0,38501,36.2178,-85.5423,100,
