network,autonomous_system_number,autonomous_system_organization
5.195.164.0/23,5384,"Emirates Telecommunications Group Company (etisalat Group) Pjsc"
5.195.166.0/23,8966,"Emirates Telecommunications Group Company (etisalat Group) Pjsc"
5.195.168.0/21,5384,"Emirates Telecommunications Group Company (etisalat Group) Pjsc"
5.195.176.0/20,5384,"Emirates Telecommunications Group Company (etisalat Group) Pjsc"
5.195.192.0/20,5384,"Emirates Telecommunications Group Company (etisalat Group) Pjsc"
5.195.208.0/24,8966,"Emirates Telecommunications Group Company (etisalat Group) Pjsc"
5.195.209.0/24,5384,"Emirates Telecommunications Group Company (etisalat Group) Pjsc"
5.195.210.0/23,5384,"Emirates Telecommunications Group Company (etisalat Group) Pjsc"
5.195.212.0/22,5384,"Emirates Telecommunications Group Company (etisalat Group) Pjsc"
5.195.216.0/22,5384,"Emirates Telecommunications Group Company (etisalat Group) Pjsc"
5.195.220.0/23,5384,"Emirates Telecommunications Group Company (etisalat Group) Pjsc"
5.195.222.0/24,5384,"Emirates Telecommunications Group Company (etisalat Group) Pjsc"
5.195.223.0/24,8966,"Emirates Telecommunications Group Company (etisalat Group) Pjsc"
5.195.224.0/19,5384,"Emirates Telecommunications Group Company (etisalat Group) Pjsc"
5.196.0.0/16,16276,"OVH SAS"
5.197.0.0/16,57293,"AG Telekom MMC."
5.198.0.0/17,12390,"Kcom Group Limited"
5.198.128.0/22,61425,"AdminIT, s. r. o."
5.198.136.0/24,396982,GOOGLE-CLOUD-PLATFORM
5.198.137.0/24,3170,"VeloxServ Communications Ltd"
5.198.138.0/23,3170,"VeloxServ Communications Ltd"
5.198.140.0/24,396982,GOOGLE-CLOUD-PLATFORM
5.198.141.0/24,3170,"VeloxServ Communications Ltd"
5.198.142.0/24,396982,GOOGLE-CLOUD-PLATFORM
5.198.144.0/20,44453,"interneX GmbH"
5.198.160.0/19,58224,"Iran Telecommunication Company PJS"
5.198.192.0/19,209523,"HOPUS SAS"
5.198.224.0/20,13113,"ISI Line srl"
5.198.240.0/21,9038,"Batelco Jordan"
5.198.248.0/21,42708,"GleSYS AB"
5.199.128.0/20,24961,"WIIT AG"
5.199.144.0/20,12414,"Solcon Internetdiensten B.V."
5.199.160.0/22,16125,"UAB Cherry Servers"
5.199.164.0/22,216444,"UAB Cherry Servers"
5.199.168.0/21,16125,"UAB Cherry Servers"
5.199.176.0/21,48284,"SWU TeleNet GmbH"
5.199.184.0/22,44702,"Jordan European Internet Services Co LLC"
5.199.188.0/22,33915,"Vodafone Libertel B.V."
5.199.192.0/19,48642,"Joint stock company For"
5.199.224.0/22,12521,"Nova Internet S.L."
5.199.228.0/23,12521,"Nova Internet S.L."
5.199.230.0/24,12521,"Nova Internet S.L."
5.199.231.0/24,39398,"Arsenet Servicios En Internet S.l."
5.199.232.0/21,49984,"Telecomunikatsiina Companiya Ltd"
5.199.240.0/20,34953,"RelAix Networks GmbH"
5.200.0.0/19,49544,"i3D.net B.V"
5.200.32.0/19,48096,"Enterprise Cloud Ltd."
5.200.64.0/20,24631,"Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS"
5.200.80.0/21,24631,"Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS"
5.200.88.0/22,24631,"Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS"
5.200.92.0/23,24631,"Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS"
5.200.94.0/24,24631,"Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS"
5.200.95.0/24,206862,"Fereidoon Hedayatinia"
5.200.96.0/19,57218,"Rightel Communication Service Company PJS"
5.200.128.0/17,58224,"Iran Telecommunication Company PJS"
5.201.0.0/17,12324,"Maria Curie-Sklodowska University"
5.201.128.0/19,50810,"Mobin Net Communication Company (Private Joint Stock)"
5.201.160.0/21,50810,"Mobin Net Communication Company (Private Joint Stock)"
5.201.168.0/22,50810,"Mobin Net Communication Company (Private Joint Stock)"
5.201.172.0/23,56547,"Tehran Municipality ICT Organization"
5.201.174.0/23,50810,"Mobin Net Communication Company (Private Joint Stock)"
5.201.176.0/20,50810,"Mobin Net Communication Company (Private Joint Stock)"
5.201.192.0/18,197207,"Mobile Communication Company of Iran PLC"
5.202.0.0/20,34918,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.16.0/23,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.18.0/23,201150,"Didehban Net Company PJS"
5.202.20.0/23,201150,"Didehban Net Company PJS"
5.202.22.0/23,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.24.0/22,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.28.0/24,201150,"Didehban Net Company PJS"
5.202.29.0/24,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.30.0/23,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.32.0/20,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.48.0/21,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.56.0/22,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.60.0/22,201150,"Didehban Net Company PJS"
5.202.64.0/21,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.72.0/22,44090,"Enteghal Dadeh Mahan Co. PJSC"
5.202.76.0/22,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.80.0/22,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.84.0/23,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.86.0/24,200376,"Tehran Electric Energy Distribution"
5.202.87.0/24,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.88.0/21,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.96.0/22,201150,"Didehban Net Company PJS"
5.202.100.0/23,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.102.0/24,44090,"Enteghal Dadeh Mahan Co. PJSC"
5.202.103.0/24,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.104.0/21,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.112.0/20,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.128.0/19,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.160.0/20,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.176.0/21,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.184.0/23,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.186.0/24,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.187.0/24,208593,"Tosee Fan Afzar Tosan PJSC"
5.202.188.0/22,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.192.0/21,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.200.0/22,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.204.0/23,208412,"Social Security Organization"
5.202.206.0/23,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.208.0/20,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.202.224.0/19,49100,"Pishgaman Toseeh Ertebatat Company (Private Joint Stock)"
5.203.0.0/16,29247,"OTEnet S\.A\."
5.204.0.0/16,213155,"Yettel Hungary Ltd."
5.205.0.0/16,3352,"Telefonica De Espana S.a.u."
5.206.0.0/17,8369,"Intersvyaz-2 JSC"
5.206.128.0/18,21334,"One Hungary Ltd."
5.206.192.0/21,39642,"Norlys Digital A/S"
5.206.200.0/21,50719,"XINON GmbH"
5.206.208.0/20,42707,"e-Quest IT Projecten B.V."
5.206.224.0/21,47674,"Net Solutions - Consultoria Em Tecnologias De Informacao, Sociedade Unipessoal LDA"
5.206.232.0/21,206262,"TelKos L.L.C"
5.206.240.0/20,57332,"TOM-NET s.c. Dariusz Koper, Radoslaw Koper"
5.208.0.0/15,197207,"Mobile Communication Company of Iran PLC"
5.210.0.0/16,197207,"Mobile Communication Company of Iran PLC"
5.211.0.0/18,197207,"Mobile Communication Company of Iran PLC"
5.211.64.0/19,197207,"Mobile Communication Company of Iran PLC"
5.211.96.0/21,197207,"Mobile Communication Company of Iran PLC"
5.211.104.0/22,197207,"Mobile Communication Company of Iran PLC"
5.211.108.0/23,197207,"Mobile Communication Company of Iran PLC"
5.211.110.0/24,197207,"Mobile Communication Company of Iran PLC"
5.211.111.0/28,197207,"Mobile Communication Company of Iran PLC"
5.211.111.16/29,197207,"Mobile Communication Company of Iran PLC"
5.211.111.24/31,197207,"Mobile Communication Company of Iran PLC"
5.211.111.27/32,197207,"Mobile Communication Company of Iran PLC"
5.211.111.28/30,197207,"Mobile Communication Company of Iran PLC"
5.211.111.32/27,197207,"Mobile Communication Company of Iran PLC"
5.211.111.64/26,197207,"Mobile Communication Company of Iran PLC"
5.211.111.128/25,197207,"Mobile Communication Company of Iran PLC"
5.211.112.0/20,197207,"Mobile Communication Company of Iran PLC"
5.211.128.0/17,197207,"Mobile Communication Company of Iran PLC"
5.212.0.0/14,197207,"Mobile Communication Company of Iran PLC"
5.216.0.0/19,197207,"Mobile Communication Company of Iran PLC"
5.216.32.0/21,197207,"Mobile Communication Company of Iran PLC"
5.216.40.0/26,197207,"Mobile Communication Company of Iran PLC"
5.216.40.64/32,197207,"Mobile Communication Company of Iran PLC"
5.216.40.66/31,197207,"Mobile Communication Company of Iran PLC"
5.216.40.68/30,197207,"Mobile Communication Company of Iran PLC"
5.216.40.72/29,197207,"Mobile Communication Company of Iran PLC"
5.216.40.80/28,197207,"Mobile Communication Company of Iran PLC"
5.216.40.96/27,197207,"Mobile Communication Company of Iran PLC"
5.216.40.128/25,197207,"Mobile Communication Company of Iran PLC"
5.216.41.0/24,197207,"Mobile Communication Company of Iran PLC"
5.216.42.0/23,197207,"Mobile Communication Company of Iran PLC"
5.216.44.0/22,197207,"Mobile Communication Company of Iran PLC"
5.216.48.0/20,197207,"Mobile Communication Company of Iran PLC"
5.216.64.0/18,197207,"Mobile Communication Company of Iran PLC"
5.216.128.0/17,197207,"Mobile Communication Company of Iran PLC"
5.217.0.0/16,197207,"Mobile Communication Company of Iran PLC"
5.218.0.0/16,197207,"Mobile Communication Company of Iran PLC"
5.219.0.0/16,58224,"Iran Telecommunication Company PJS"
5.223.0.0/16,215859,"Hetzner Online GmbH"
5.224.0.0/15,12430,"Vodafone Spain"
5.226.0.0/21,30781,"Free Pro SAS"
5.226.8.0/22,199677,"CRIANN Association declaree"
5.226.12.0/23,199677,"CRIANN Association declaree"
5.226.16.0/21,198411,"Avatel Telecom, SA"
5.226.24.0/23,198411,"Avatel Telecom, SA"
5.226.26.0/24,200845,"Avatel Telecom, SA"
5.226.27.0/24,198411,"Avatel Telecom, SA"
5.226.28.0/23,198411,"Avatel Telecom, SA"
5.226.30.0/24,200845,"Avatel Telecom, SA"
5.226.31.0/24,198411,"Avatel Telecom, SA"
5.226.32.0/21,51701,"Adminor Aktiebolag"
5.226.40.0/21,15879,"Vancis IP B.V."
5.226.48.0/22,38136,"Akari Networks"
5.226.52.0/22,931,AS-HYONIX-US
5.226.56.0/21,49765,"Comms365 Limited"
5.226.64.0/18,12741,"Netia SA"
5.226.128.0/22,12741,"Netia SA"
5.226.132.0/24,200092,"Airport Handling Systems sp z o.o"
5.226.133.0/24,197812,"Ghelamco Poland Sp. z o.o."
5.226.135.0/24,12741,"Netia SA"
5.226.136.0/23,25369,"Hydra Communications Ltd"
5.226.138.0/24,931,AS-HYONIX-US
5.226.139.0/24,25369,"Hydra Communications Ltd"
5.226.140.0/22,25369,"Hydra Communications Ltd"
5.226.144.0/21,58299,"Openfactory GmbH"
5.226.153.0/24,39045,"Gazprom telecom LLC"
5.226.154.0/23,39045,"Gazprom telecom LLC"
5.226.156.0/24,39045,"Gazprom telecom LLC"
5.226.158.0/23,39045,"Gazprom telecom LLC"
5.226.160.0/21,21119,"Braathe AS"
5.226.169.0/24,32875,VIRP
5.226.170.0/24,32875,VIRP
5.226.171.0/24,36352,AS-COLOCROSSING
5.226.172.0/24,43578,"Templus Barcelona S.l."
5.226.173.0/24,36352,AS-COLOCROSSING
5.226.174.0/23,32875,VIRP
5.226.177.0/24,34587,"Hillside (Technology) Ltd"
5.226.179.0/24,209242,"Cloudflare London, LLC"
5.226.181.0/24,209242,"Cloudflare London, LLC"
5.226.183.0/24,13335,CLOUDFLARENET
5.226.184.0/24,154049,"EXA TECH PTE. LTD."
5.226.185.0/24,4637,"Telstra Global"
5.226.186.0/24,63023,AS-GLOBALTELEHOST
5.226.187.0/24,31898,ORACLE-BMC-31898
5.226.188.0/24,152179,"GLOBAL COMMUNICATION NETWORK LIMITED"
5.226.189.0/24,9304,"HGC Global Communications Limited"
5.226.190.0/24,137517,"FLAMEHOSTING INC"
5.226.191.0/24,215238,"Irfan Tugra Onem"
5.226.192.0/18,15897,"Vodafone Telekomunikasyon A.S."
5.227.0.0/18,8580,"MTS PJSC"
5.227.64.0/19,8580,"MTS PJSC"
5.227.96.0/20,8580,"MTS PJSC"
5.227.112.0/22,8580,"MTS PJSC"
5.227.116.0/23,8580,"MTS PJSC"
5.227.118.0/23,8359,"MTS PJSC"
5.227.120.0/23,8359,"MTS PJSC"
5.227.122.0/23,48612,"MTS PJSC"
5.227.124.0/22,39001,"MTS PJSC"
5.227.128.0/19,8580,"MTS PJSC"
5.227.160.0/23,8359,"MTS PJSC"
5.227.162.0/24,8359,"MTS PJSC"
5.227.163.0/24,8580,"MTS PJSC"
5.227.164.0/22,8359,"MTS PJSC"
5.227.168.0/23,41209,"MTS PJSC"
5.227.170.0/23,8359,"MTS PJSC"
5.227.172.0/22,49154,"MTS PJSC"
5.227.192.0/18,29190,"MTS PJSC"
5.228.0.0/16,42610,Rostelecom
5.229.0.0/16,15897,"Vodafone Telekomunikasyon A.S."
5.230.0.0/17,12586,"GHOSTnet GmbH"
5.230.128.0/18,12586,"GHOSTnet GmbH"
5.230.192.0/21,12586,"GHOSTnet GmbH"
5.230.200.0/24,34899,"GHOSTnet GmbH"
5.230.201.0/24,12586,"GHOSTnet GmbH"
5.230.202.0/23,12586,"GHOSTnet GmbH"
5.230.204.0/22,12586,"GHOSTnet GmbH"
5.230.208.0/20,12586,"GHOSTnet GmbH"
5.230.224.0/19,12586,"GHOSTnet GmbH"
5.231.0.0/20,12586,"GHOSTnet GmbH"
5.231.16.0/22,12586,"GHOSTnet GmbH"
5.231.20.0/23,47263,"Jesse Roehsler"
5.231.22.0/23,12586,"GHOSTnet GmbH"
5.231.24.0/24,12586,"GHOSTnet GmbH"
5.231.25.0/24,209874,"Tech Tide Portugal Unipessoal LDA"
5.231.26.0/24,211780,"Cavansir Ramazanov"
5.231.27.0/24,12586,"GHOSTnet GmbH"
5.231.28.0/24,214902,"PFWeb Solutions"
5.231.29.0/24,207252,"Felix Gassan"
5.231.30.0/24,43260,"Dgn Teknoloji A.s."
5.231.31.0/24,213850,"Justin Harth"
5.231.32.0/24,214199,"Johnathan Hine"
5.231.33.0/24,12586,"GHOSTnet GmbH"
5.231.34.0/23,12586,"GHOSTnet GmbH"
5.231.36.0/24,12586,"GHOSTnet GmbH"
5.231.37.0/24,31530,"GHOSTnet GmbH"
5.231.38.0/24,48039,"GHOSTnet GmbH"
5.231.39.0/24,34899,"GHOSTnet GmbH"
5.231.40.0/23,12586,"GHOSTnet GmbH"
5.231.42.0/24,48835,"GHOSTnet GmbH"
5.231.43.0/24,12586,"GHOSTnet GmbH"
5.231.44.0/24,12586,"GHOSTnet GmbH"
5.231.45.0/24,214902,"PFWeb Solutions"
5.231.46.0/24,62403,"PLETX LTD"
5.231.47.0/24,47263,"Jesse Roehsler"
5.231.48.0/21,12586,"GHOSTnet GmbH"
5.231.56.0/24,213495,"Servitro Ltd"
5.231.57.0/24,62403,"PLETX LTD"
5.231.58.0/24,214127,"Jink Hosting LLC"
5.231.59.0/24,12586,"GHOSTnet GmbH"
5.231.60.0/22,12586,"GHOSTnet GmbH"
5.231.64.0/22,12586,"GHOSTnet GmbH"
5.231.68.0/23,12586,"GHOSTnet GmbH"
5.231.70.0/24,58212,"dataforest GmbH"
5.231.71.0/24,57043,"Hostkey B.v."
5.231.72.0/24,209824,"Georg Kroeber"
5.231.73.0/24,63473,HOSTHATCH
5.231.74.0/24,57043,"Hostkey B.v."
5.231.75.0/24,214320,"Sergei Saliukov"
5.231.76.0/23,12586,"GHOSTnet GmbH"
5.231.78.0/24,12586,"GHOSTnet GmbH"
5.231.79.0/24,57043,"Hostkey B.v."
5.231.80.0/24,6517,LAKENETWORKS-AS
5.231.81.0/24,12586,"GHOSTnet GmbH"
5.231.82.0/24,209874,"Tech Tide Portugal Unipessoal LDA"
5.231.83.0/24,12586,"GHOSTnet GmbH"
5.231.84.0/22,12586,"GHOSTnet GmbH"
5.231.88.0/22,12586,"GHOSTnet GmbH"
5.231.92.0/24,57043,"Hostkey B.v."
5.231.93.0/24,134465,"MS HARVIL MEDIA"
5.231.94.0/23,12586,"GHOSTnet GmbH"
5.231.96.0/24,209874,"Tech Tide Portugal Unipessoal LDA"
5.231.97.0/24,12586,"GHOSTnet GmbH"
5.231.98.0/23,12586,"GHOSTnet GmbH"
5.231.100.0/22,12586,"GHOSTnet GmbH"
5.231.104.0/24,12586,"GHOSTnet GmbH"
5.231.105.0/24,49581,Tube-Hosting
5.231.106.0/23,57043,"Hostkey B.v."
5.231.108.0/23,57043,"Hostkey B.v."
5.231.110.0/24,57043,"Hostkey B.v."
5.231.111.0/24,12586,"GHOSTnet GmbH"
5.231.112.0/23,12586,"GHOSTnet GmbH"
5.231.114.0/24,12586,"GHOSTnet GmbH"
5.231.115.0/24,197071,"active 1 GmbH"
5.231.116.0/24,12586,"GHOSTnet GmbH"
5.231.117.0/24,57043,"Hostkey B.v."
5.231.118.0/23,57043,"Hostkey B.v."
5.231.120.0/22,57043,"Hostkey B.v."
5.231.124.0/23,12586,"GHOSTnet GmbH"
5.231.126.0/24,12586,"GHOSTnet GmbH"
5.231.127.0/24,200275,"sc synergy GmbH"
5.231.128.0/18,12360,"KEVAG Telekom GmbH"
5.231.192.0/21,12586,"GHOSTnet GmbH"
5.231.200.0/23,12586,"GHOSTnet GmbH"
5.231.202.0/24,12586,"GHOSTnet GmbH"
5.231.203.0/24,57043,"Hostkey B.v."
5.231.204.0/24,210705,"Ali Monfared"
5.231.205.0/24,12586,"GHOSTnet GmbH"
5.231.206.0/24,12586,"GHOSTnet GmbH"
5.231.207.0/24,57043,"Hostkey B.v."
5.231.208.0/20,12586,"GHOSTnet GmbH"
5.231.224.0/23,12586,"GHOSTnet GmbH"
5.231.226.0/24,215439,"Play2go International Limited"
5.231.227.0/24,12586,"GHOSTnet GmbH"
5.231.228.0/23,12586,"GHOSTnet GmbH"
5.231.230.0/24,215590,"DpkgSoft International Limited"
5.231.231.0/24,12586,"GHOSTnet GmbH"
5.231.232.0/23,12586,"GHOSTnet GmbH"
5.231.234.0/24,58212,"dataforest GmbH"
5.231.235.0/24,12586,"GHOSTnet GmbH"
5.231.236.0/22,12586,"GHOSTnet GmbH"
5.231.240.0/24,214783,DedicatedNodes
5.231.241.0/24,57043,"Hostkey B.v."
5.231.242.0/24,19318,IS-AS-1
5.231.243.0/24,12586,"GHOSTnet GmbH"
5.231.244.0/22,209874,"Tech Tide Portugal Unipessoal LDA"
5.231.248.0/24,19318,IS-AS-1
5.231.249.0/24,12586,"GHOSTnet GmbH"
5.231.250.0/23,12586,"GHOSTnet GmbH"
5.231.252.0/23,57043,"Hostkey B.v."
5.231.254.0/24,206264,"Amarutu Technology Ltd"
5.231.255.0/24,12586,"GHOSTnet GmbH"
5.232.0.0/15,58224,"Iran Telecommunication Company PJS"
5.234.0.0/18,58224,"Iran Telecommunication Company PJS"
5.234.64.0/19,58224,"Iran Telecommunication Company PJS"
5.234.160.0/19,58224,"Iran Telecommunication Company PJS"
5.234.192.0/20,58224,"Iran Telecommunication Company PJS"
5.234.208.0/21,58224,"Iran Telecommunication Company PJS"
5.234.216.0/22,58224,"Iran Telecommunication Company PJS"
5.235.0.0/16,58224,"Iran Telecommunication Company PJS"
5.236.0.0/16,58224,"Iran Telecommunication Company PJS"
5.237.0.0/18,58224,"Iran Telecommunication Company PJS"
5.237.128.0/19,58224,"Iran Telecommunication Company PJS"
5.237.162.0/23,58224,"Iran Telecommunication Company PJS"
5.237.164.0/22,58224,"Iran Telecommunication Company PJS"
5.237.168.0/21,58224,"Iran Telecommunication Company PJS"
5.237.176.0/20,58224,"Iran Telecommunication Company PJS"
5.237.192.0/18,58224,"Iran Telecommunication Company PJS"
5.238.0.0/16,58224,"Iran Telecommunication Company PJS"
5.239.0.0/17,58224,"Iran Telecommunication Company PJS"
5.239.128.0/19,58224,"Iran Telecommunication Company PJS"
5.239.160.0/21,58224,"Iran Telecommunication Company PJS"
5.239.172.0/22,58224,"Iran Telecommunication Company PJS"
5.239.176.0/22,58224,"Iran Telecommunication Company PJS"
5.239.192.0/19,58224,"Iran Telecommunication Company PJS"
5.239.224.0/20,58224,"Iran Telecommunication Company PJS"
5.239.240.0/23,58224,"Iran Telecommunication Company PJS"
5.239.242.0/24,58224,"Iran Telecommunication Company PJS"
5.239.244.0/23,58224,"Iran Telecommunication Company PJS"
5.239.247.0/24,58224,"Iran Telecommunication Company PJS"
5.240.0.0/14,1257,"Tele2 SWIPnet"
5.244.0.0/15,35819,"Etihad Etisalat, a joint stock company"
5.246.0.0/16,35819,"Etihad Etisalat, a joint stock company"
5.247.0.0/16,34400,"Etihad Etisalat, a joint stock company"
5.248.0.0/16,15895,"Kyivstar PJSC"
5.249.0.0/17,12353,"Vodafone Portugal - Communicacoes Pessoais S.A."
5.249.128.0/19,31034,"Aruba S.p.A."
5.249.160.0/22,206996,"ZAP-Hosting GmbH"
5.249.164.0/23,206996,"ZAP-Hosting GmbH"
5.249.176.0/22,22773,ASN-CXA-ALL-CCI-22773-RDC
5.249.180.0/22,7029,WINDSTREAM
5.249.184.0/22,7029,WINDSTREAM
5.249.188.0/22,3320,"Deutsche Telekom AG"
5.249.192.0/19,42277,"Limited liability company Kursktelecom"
5.249.224.0/19,51468,"One.com A/S"
5.250.0.0/17,197207,"Mobile Communication Company of Iran PLC"
5.250.128.0/19,9198,"JSC Kazakhtelecom"
5.250.160.0/21,41369,"Advania Finland Oy"
5.250.168.0/21,12714,"PJSC MegaFon"
5.250.176.0/20,8560,"IONOS SE"
5.250.192.0/19,44725,"Sinam LLC"
5.250.224.0/21,35542,"Swedish Space Corporation"
5.250.232.0/21,48166,"Fortex Cjsc"
5.250.240.0/21,59674,"Aysima Bilisim Teknolojileri"
5.250.248.0/22,59674,"Aysima Bilisim Teknolojileri"
5.250.252.0/24,59674,"Aysima Bilisim Teknolojileri"
5.250.253.0/24,57922,"Virtara Group Bilisim Teknolojileri Ticaret Limited Sirketi"
5.250.254.0/24,43260,"Dgn Teknoloji A.s."
5.250.255.0/24,57610,"YSR Bilisim Teknolojileri Telekomunikasyon Internet ve Danismanlik Hizmetleri Tic. Ltd. Sti."
5.251.0.0/16,9198,"JSC Kazakhtelecom"
5.252.0.0/24,29119,"Aire Networks Del Mediterraneo Sl Unipersonal"
5.252.1.0/24,206757,"Fibroptic Cat Telecom Sl"
5.252.4.0/22,43417,"Borusan Holding A.S."
5.252.8.0/22,215927,"Surwitel Comunicaciones, S.l."
5.252.16.0/22,200497,"Wavecom Srl"
5.252.20.0/24,213999,"WorkTitans B.V."
5.252.21.0/24,209847,"WorkTitans B.V."
5.252.22.0/23,209847,"WorkTitans B.V."
5.252.24.0/23,202422,"G-Core Labs S.A."
5.252.26.0/23,199524,"G-Core Labs S.A."
5.252.28.0/22,47913,"Moshonkin Ilia Sergeevich"
5.252.32.0/22,59796,"StormWall s.r.o."
5.252.36.0/22,5413,"Wavenet Limited"
5.252.40.0/22,201548,"Milan Zelenka"
5.252.44.0/22,41849,"Netstorming S.r.l."
5.252.48.0/22,209374,"The Central Bank of the Republic of Azerbaijan"
5.252.52.0/22,40021,CONTABO-40021
5.252.56.0/24,209468,"nLighten France SAS"
5.252.57.0/24,31221,"nLighten France SAS"
5.252.58.0/23,209468,"nLighten France SAS"
5.252.60.0/22,60032,"Coriolis Telecom SAS"
5.252.64.0/22,209476,"Non-commercial organization Foundation for Development of the Center for Elaboration and Co"
5.252.68.0/23,29802,HVC-AS
5.252.70.0/24,29802,HVC-AS
5.252.71.0/24,61317,"Hivelocity LLC"
5.252.72.0/24,3356,LEVEL3
5.252.73.0/24,61317,"Hivelocity LLC"
5.252.74.0/24,9304,"HGC Global Communications Limited"
5.252.75.0/24,47583,"Hostinger International Limited"
5.252.76.0/24,396356,LATITUDE-SH
5.252.77.0/24,3257,"GTT Communications Inc."
5.252.78.0/24,42831,"UK Dedicated Servers Limited"
5.252.79.0/24,61317,"Hivelocity LLC"
5.252.80.0/24,137409,"GSL Networks Pty LTD"
5.252.81.0/24,20860,"Iomart Cloud Services Limited"
5.252.82.0/24,21859,ZEN-ECN
5.252.83.0/24,205886,"121 Legal Recruitment Limited"
5.252.84.0/23,3269,TIM
5.252.88.0/22,60032,"Coriolis Telecom SAS"
5.252.92.0/24,29119,"Aire Networks Del Mediterraneo Sl Unipersonal"
5.252.93.0/24,209910,"Ditt Redmovil Sl"
5.252.94.0/23,209910,"Ditt Redmovil Sl"
5.252.96.0/23,203576,"Onur Ekren"
5.252.98.0/23,216385,"Dijital Bilisim Teknoloji Hizmetleri San. Tic. Ltd. Sti."
5.252.100.0/22,213250,"ITP-Solutions GmbH & Co. KG"
5.252.104.0/22,208863,"Mango Mng S.A."
5.252.108.0/22,209086,Voltar-NET
5.252.112.0/23,855,CANET-ASN-4
5.252.114.0/23,41653,"Aqua Ray SAS"
5.252.116.0/24,50113,"First Server Limited"
5.252.117.0/24,209181,"Zenex 5ive Limited"
5.252.118.0/24,211522,"Hypercore Ltd"
5.252.119.0/24,198920,"Yevhen Hreshnykov"
5.252.120.0/22,203061,"UAB code200"
5.252.124.0/22,8405,"PE Sontheimer Bernd"
5.252.128.0/23,49065,"Sectra Imaging IT Solutions AB"
5.252.130.0/24,49065,"Sectra Imaging IT Solutions AB"
5.252.140.0/22,136787,"PacketHub S.A."
5.252.144.0/24,61221,"IVALUA SAS"
5.252.146.0/24,61221,"IVALUA SAS"
5.252.148.0/22,207813,"Acri-st S.a.s."
5.252.152.0/24,49981,"WorldStream B.V."
5.252.153.0/24,215826,"Partner Hosting LTD"
5.252.154.0/24,30860,"Virtual Systems LLC"
5.252.155.0/24,215826,"Partner Hosting LTD"
5.252.160.0/24,209181,"Zenex 5ive Limited"
5.252.161.0/24,29802,HVC-AS
5.252.162.0/24,212238,"Datacamp Limited"
5.252.165.0/24,931,AS-HYONIX-US
5.252.166.0/23,931,AS-HYONIX-US
5.252.168.0/22,24921,"Latvijas Mobilais Telefons SIA"
5.252.172.0/22,43273,"Optik Line LLC"
